1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
787, private, minecraft:windswept_savanna, CREATURE, betteranimalsplus:badger, 7, 1, 2
788, private, minecraft:windswept_savanna, CREATURE, betteranimalsplus:boar, 9, 1, 4
789, private, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
790, private, minecraft:windswept_savanna, AMBIENT, mythicmounts:firebird, 5, 1, 1
791, private, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
792, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
793, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
794, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
795, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
796, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 80, 4, 4
797, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
798, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 10, 1, 4
799, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
800, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 5, 1, 3
801, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
802, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
803, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
804, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
805, jungle, minecraft:jungle, MONSTER, mythicmounts:dragon, 80, 1, 1
806, jungle, minecraft:jungle, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
807, jungle, minecraft:jungle, MONSTER, uselessreptile:moleclaw, 80, 1, 1
808, jungle, minecraft:jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
809, jungle, minecraft:jungle, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
810, jungle, minecraft:jungle, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
811, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
812, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
813, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
814, jungle, minecraft:jungle, CREATURE, minecraft:cow, 8, 4, 4
815, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
816, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
817, jungle, minecraft:jungle, CREATURE, minecraft:panda, 5, 1, 2
818, jungle, minecraft:jungle, CREATURE, mythicmounts:courierbird, 12, 2, 4
819, jungle, minecraft:jungle, CREATURE, betteranimalsplus:boar, 9, 1, 4
820, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
821, jungle, minecraft:jungle, AMBIENT, mythicmounts:firebird, 5, 1, 1
822, jungle, minecraft:jungle, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
823, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
824, jungle, minecraft:jungle, WATER_CREATURE, varietyaquatic:betta, 50, 3, 5
825, jungle, minecraft:jungle, WATER_CREATURE, varietyaquatic:piranha, 50, 3, 5
826, jungle, minecraft:jungle, WATER_CREATURE, varietyaquatic:tetra, 50, 3, 5
827, jungle, minecraft:jungle, WATER_AMBIENT, betteranimalsplus:piranha, 7, 1, 5
828, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
829, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
830, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
831, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
832, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
833, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
834, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 10, 1, 4
835, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
836, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
837, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
838, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
839, jungle, minecraft:sparse_jungle, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
840, jungle, minecraft:sparse_jungle, MONSTER, mythicmounts:dragon, 80, 1, 1
841, jungle, minecraft:sparse_jungle, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
842, jungle, minecraft:sparse_jungle, MONSTER, uselessreptile:moleclaw, 80, 1, 1
843, jungle, minecraft:sparse_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
844, jungle, minecraft:sparse_jungle, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
845, jungle, minecraft:sparse_jungle, MONSTER, whisperwoods:hidebehind, 8, 1, 1
846, jungle, minecraft:sparse_jungle, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
847, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
848, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
849, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
850, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 8, 4, 4
851, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
852, jungle, minecraft:sparse_jungle, CREATURE, mythicmounts:courierbird, 12, 2, 4
853, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
854, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:squirrel, 8, 1, 3
855, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:songbird, 11, 1, 4
856, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:badger, 7, 1, 2
857, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:turkey, 11, 1, 3
858, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:brownbear, 7, 1, 1
859, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:blackbear, 6, 1, 1
860, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:deer, 16, 1, 4
861, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:feralwolf, 7, 1, 6
862, jungle, minecraft:sparse_jungle, CREATURE, betteranimalsplus:boar, 9, 1, 4
863, jungle, minecraft:sparse_jungle, CREATURE, whisperwoods:wisp, 13, 1, 3
864, jungle, minecraft:sparse_jungle, CREATURE, whisperwoods:hirschgeist, 5, 1, 1
865, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
866, jungle, minecraft:sparse_jungle, AMBIENT, mythicmounts:firebird, 5, 1, 1
867, jungle, minecraft:sparse_jungle, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
868, jungle, minecraft:sparse_jungle, AMBIENT, whisperwoods:moth, 10, 1, 3
869, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
870, jungle, minecraft:sparse_jungle, WATER_CREATURE, varietyaquatic:betta, 50, 3, 5
871, jungle, minecraft:sparse_jungle, WATER_CREATURE, varietyaquatic:piranha, 50, 3, 5
872, jungle, minecraft:sparse_jungle, WATER_CREATURE, varietyaquatic:tetra, 50, 3, 5
873, jungle, minecraft:sparse_jungle, WATER_AMBIENT, betteranimalsplus:piranha, 7, 1, 5
874, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
875, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
876, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
877, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
878, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
879, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
880, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 10, 1, 4
881, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
882, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 5, 1, 1
883, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
884, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
885, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
886, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
887, jungle, minecraft:bamboo_jungle, MONSTER, mythicmounts:dragon, 80, 1, 1
888, jungle, minecraft:bamboo_jungle, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
889, jungle, minecraft:bamboo_jungle, MONSTER, uselessreptile:moleclaw, 80, 1, 1
890, jungle, minecraft:bamboo_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
891, jungle, minecraft:bamboo_jungle, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
892, jungle, minecraft:bamboo_jungle, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
893, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
894, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
895, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
896, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 8, 4, 4
897, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
898, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
899, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
900, jungle, minecraft:bamboo_jungle, CREATURE, mythicmounts:courierbird, 12, 2, 4
901, jungle, minecraft:bamboo_jungle, CREATURE, betteranimalsplus:boar, 9, 1, 4
902, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
903, jungle, minecraft:bamboo_jungle, AMBIENT, mythicmounts:firebird, 5, 1, 1
904, jungle, minecraft:bamboo_jungle, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
905, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
906, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, betteranimalsplus:piranha, 7, 1, 5
907, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
908, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
909, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
910, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
911, badlands, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
912, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
913, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 10, 1, 4
914, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
915, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
916, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
917, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
918, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
919, badlands, minecraft:badlands, MONSTER, mythicmounts:dragon, 80, 1, 1
920, badlands, minecraft:badlands, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
921, badlands, minecraft:badlands, MONSTER, uselessreptile:moleclaw, 80, 1, 1
922, badlands, minecraft:badlands, MONSTER, graveyard:nightmare, 10, 1, 1
923, badlands, minecraft:badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
924, badlands, minecraft:badlands, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
925, badlands, minecraft:badlands, CREATURE, betteranimalsplus:coyote, 5, 1, 6
926, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
927, badlands, minecraft:badlands, AMBIENT, mythicmounts:firebird, 5, 1, 1
928, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
929, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
930, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
931, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
932, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
933, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
934, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
935, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
936, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
937, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
938, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
939, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
940, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
941, badlands, minecraft:eroded_badlands, MONSTER, mythicmounts:dragon, 80, 1, 1
942, badlands, minecraft:eroded_badlands, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
943, badlands, minecraft:eroded_badlands, MONSTER, uselessreptile:moleclaw, 80, 1, 1
944, badlands, minecraft:eroded_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
945, badlands, minecraft:eroded_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
946, badlands, minecraft:eroded_badlands, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
947, badlands, minecraft:eroded_badlands, CREATURE, betteranimalsplus:lammergeier, 7, 1, 2
948, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
949, badlands, minecraft:eroded_badlands, AMBIENT, mythicmounts:firebird, 5, 1, 1
950, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
951, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
952, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
953, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
954, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
955, badlands, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
956, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
957, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
958, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
959, badlands, minecraft:wooded_badlands, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
960, badlands, minecraft:wooded_badlands, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
961, badlands, minecraft:wooded_badlands, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
962, badlands, minecraft:wooded_badlands, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
963, badlands, minecraft:wooded_badlands, MONSTER, mythicmounts:dragon, 80, 1, 1
964, badlands, minecraft:wooded_badlands, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
965, badlands, minecraft:wooded_badlands, MONSTER, uselessreptile:moleclaw, 80, 1, 1
966, badlands, minecraft:wooded_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
967, badlands, minecraft:wooded_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
968, badlands, minecraft:wooded_badlands, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
969, badlands, minecraft:wooded_badlands, CREATURE, betteranimalsplus:coyote, 5, 1, 6
970, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
971, badlands, minecraft:wooded_badlands, AMBIENT, mythicmounts:firebird, 5, 1, 1
972, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
973, extreme_hills, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
974, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
975, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie_villager, 5, 1, 1
976, extreme_hills, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
977, extreme_hills, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
978, extreme_hills, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
979, extreme_hills, minecraft:meadow, MONSTER, minecraft:enderman, 10, 1, 4
980, extreme_hills, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
981, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
982, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
983, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
984, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
985, extreme_hills, minecraft:meadow, MONSTER, mythicmounts:dragon, 80, 1, 1
986, extreme_hills, minecraft:meadow, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
987, extreme_hills, minecraft:meadow, MONSTER, uselessreptile:moleclaw, 80, 1, 1
988, extreme_hills, minecraft:meadow, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
989, extreme_hills, minecraft:meadow, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
990, extreme_hills, minecraft:meadow, CREATURE, minecraft:donkey, 5, 1, 2
991, extreme_hills, minecraft:meadow, CREATURE, minecraft:rabbit, 5, 2, 6
992, extreme_hills, minecraft:meadow, CREATURE, minecraft:sheep, 5, 2, 4
993, extreme_hills, minecraft:meadow, CREATURE, betteranimalsplus:lammergeier, 7, 1, 2
994, extreme_hills, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
995, extreme_hills, minecraft:meadow, AMBIENT, mythicmounts:firebird, 5, 1, 1
996, extreme_hills, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
997, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
998, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
999, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
1000, forest, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
1001, forest, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
1002, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
1003, forest, minecraft:grove, MONSTER, minecraft:enderman, 10, 1, 4
1004, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
1005, forest, minecraft:grove, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1006, forest, minecraft:grove, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1007, forest, minecraft:grove, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1008, forest, minecraft:grove, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1009, forest, minecraft:grove, MONSTER, direbats:direbat, 36, 1, 3
1010, forest, minecraft:grove, MONSTER, mythicmounts:dragon, 80, 1, 1
1011, forest, minecraft:grove, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1012, forest, minecraft:grove, MONSTER, graveyard:ghoul, 25, 2, 5
1013, forest, minecraft:grove, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1014, forest, minecraft:grove, MONSTER, graveyard:revenant, 25, 5, 8
1015, forest, minecraft:grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1016, forest, minecraft:grove, MONSTER, whisperwoods:hidebehind, 8, 1, 1
1017, forest, minecraft:grove, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1018, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
1019, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
1020, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
1021, forest, minecraft:grove, CREATURE, minecraft:cow, 8, 4, 4
1022, forest, minecraft:grove, CREATURE, minecraft:wolf, 8, 4, 4
1023, forest, minecraft:grove, CREATURE, minecraft:rabbit, 5, 2, 3
1024, forest, minecraft:grove, CREATURE, minecraft:fox, 8, 2, 4
1025, forest, minecraft:grove, CREATURE, mythicmounts:acencia, 10, 1, 3
1026, forest, minecraft:grove, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1027, forest, minecraft:grove, CREATURE, betteranimalsplus:squirrel, 8, 1, 3
1028, forest, minecraft:grove, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1029, forest, minecraft:grove, CREATURE, betteranimalsplus:badger, 7, 1, 2
1030, forest, minecraft:grove, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1031, forest, minecraft:grove, CREATURE, betteranimalsplus:brownbear, 7, 1, 1
1032, forest, minecraft:grove, CREATURE, betteranimalsplus:blackbear, 6, 1, 1
1033, forest, minecraft:grove, CREATURE, betteranimalsplus:deer, 16, 1, 4
1034, forest, minecraft:grove, CREATURE, betteranimalsplus:feralwolf, 7, 1, 6
1035, forest, minecraft:grove, CREATURE, betteranimalsplus:boar, 9, 1, 4
1036, forest, minecraft:grove, CREATURE, whisperwoods:wisp, 13, 1, 3
1037, forest, minecraft:grove, CREATURE, whisperwoods:hirschgeist, 5, 1, 1
1038, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
1039, forest, minecraft:grove, AMBIENT, mythicmounts:firebird, 5, 1, 1
1040, forest, minecraft:grove, AMBIENT, whisperwoods:moth, 10, 1, 3
1041, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1042, icy, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
1043, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
1044, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
1045, icy, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
1046, icy, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
1047, icy, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
1048, icy, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 10, 1, 4
1049, icy, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
1050, icy, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1051, icy, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1052, icy, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1053, icy, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1054, icy, minecraft:snowy_slopes, MONSTER, mythicmounts:dragon, 80, 1, 1
1055, icy, minecraft:snowy_slopes, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1056, icy, minecraft:snowy_slopes, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1057, icy, minecraft:snowy_slopes, MONSTER, graveyard:nightmare, 10, 1, 1
1058, icy, minecraft:snowy_slopes, MONSTER, graveyard:revenant, 25, 5, 8
1059, icy, minecraft:snowy_slopes, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1060, icy, minecraft:snowy_slopes, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1061, icy, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 5, 2, 3
1062, icy, minecraft:snowy_slopes, CREATURE, minecraft:goat, 5, 1, 3
1063, icy, minecraft:snowy_slopes, CREATURE, mythicmounts:griffon, 10, 1, 1
1064, icy, minecraft:snowy_slopes, CREATURE, betteranimalsplus:lammergeier, 7, 1, 2
1065, icy, minecraft:snowy_slopes, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
1066, icy, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
1067, icy, minecraft:snowy_slopes, AMBIENT, mythicmounts:firebird, 5, 1, 1
1068, icy, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1069, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
1070, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1071, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
1072, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1073, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
1074, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
1075, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 10, 1, 4
1076, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
1077, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1078, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1079, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1080, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1081, extreme_hills, minecraft:frozen_peaks, MONSTER, mythicmounts:dragon, 80, 1, 1
1082, extreme_hills, minecraft:frozen_peaks, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1083, extreme_hills, minecraft:frozen_peaks, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1084, extreme_hills, minecraft:frozen_peaks, MONSTER, graveyard:revenant, 25, 5, 8
1085, extreme_hills, minecraft:frozen_peaks, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1086, extreme_hills, minecraft:frozen_peaks, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1087, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
1088, extreme_hills, minecraft:frozen_peaks, CREATURE, betteranimalsplus:lammergeier, 7, 1, 2
1089, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1090, extreme_hills, minecraft:frozen_peaks, AMBIENT, mythicmounts:firebird, 5, 1, 1
1091, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1092, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
1093, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1094, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
1095, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
